optimized airfoil
1.000000    0.000000
0.983437    0.002900
0.966070    0.006085
0.947947    0.009547
0.929123    0.013273
0.909654    0.017244
0.889604    0.021434
0.869036    0.025815
0.848016    0.030351
0.826610    0.035004
0.804885    0.039733
0.782909    0.044495
0.760744    0.049247
0.738457    0.053946
0.716107    0.058550
0.693754    0.063019
0.671453    0.067316
0.649258    0.071407
0.627217    0.075262
0.605378    0.078857
0.583782    0.082170
0.562468    0.085184
0.541471    0.087888
0.520824    0.090273
0.500553    0.092336
0.480685    0.094078
0.461239    0.095500
0.442235    0.096611
0.423688    0.097419
0.405611    0.097936
0.388013    0.098175
0.370901    0.098151
0.354281    0.097880
0.338156    0.097379
0.322526    0.096665
0.307392    0.095755
0.292750    0.094667
0.278597    0.093417
0.264928    0.092023
0.251736    0.090500
0.239015    0.088863
0.226756    0.087127
0.214951    0.085305
0.203589    0.083411
0.192661    0.081455
0.182157    0.079450
0.172065    0.077404
0.162375    0.075327
0.153074    0.073226
0.144152    0.071109
0.135597    0.068983
0.127398    0.066852
0.119542    0.064722
0.112018    0.062597
0.104816    0.060480
0.097922    0.058374
0.091328    0.056281
0.085021    0.054202
0.078990    0.052139
0.073226    0.050093
0.067718    0.048063
0.062456    0.046049
0.057430    0.044049
0.052631    0.042063
0.048049    0.040088
0.043676    0.038122
0.039503    0.036162
0.035521    0.034202
0.031723    0.032238
0.028100    0.030264
0.024646    0.028270
0.021352    0.026247
0.018212    0.024180
0.015219    0.022050
0.012366    0.019829
0.009648    0.017473
0.007058    0.014910
0.004590    0.011997
0.002239    0.008361
0.000000    0.000000
0.002239    -0.008297
0.004590    -0.011810
0.007058    -0.014555
0.009648    -0.016908
0.012366    -0.019013
0.015219    -0.020943
0.018212    -0.022740
0.021352    -0.024431
0.024646    -0.026033
0.028100    -0.027560
0.031723    -0.029019
0.035521    -0.030418
0.039503    -0.031761
0.043676    -0.033051
0.048049    -0.034290
0.052631    -0.035480
0.057430    -0.036622
0.062456    -0.037716
0.067718    -0.038761
0.073226    -0.039758
0.078990    -0.040705
0.085021    -0.041601
0.091328    -0.042446
0.097922    -0.043238
0.104816    -0.043976
0.112018    -0.044657
0.119542    -0.045282
0.127398    -0.045847
0.135597    -0.046352
0.144152    -0.046796
0.153074    -0.047178
0.162375    -0.047495
0.172065    -0.047749
0.182157    -0.047937
0.192661    -0.048061
0.203589    -0.048119
0.214951    -0.048113
0.226756    -0.048043
0.239015    -0.047910
0.251736    -0.047715
0.264928    -0.047462
0.278597    -0.047152
0.292750    -0.046787
0.307392    -0.046371
0.322526    -0.045907
0.338156    -0.045399
0.354281    -0.044851
0.370901    -0.044265
0.388013    -0.043646
0.405611    -0.042998
0.423688    -0.042324
0.442235    -0.041626
0.461239    -0.040907
0.480685    -0.040168
0.500553    -0.039409
0.520824    -0.038630
0.541471    -0.037829
0.562468    -0.037002
0.583782    -0.036146
0.605378    -0.035253
0.627217    -0.034317
0.649258    -0.033328
0.671453    -0.032276
0.693754    -0.031151
0.716107    -0.029941
0.738457    -0.028634
0.760744    -0.027218
0.782909    -0.025683
0.804885    -0.024018
0.826610    -0.022215
0.848016    -0.020270
0.869036    -0.018179
0.889604    -0.015943
0.909654    -0.013566
0.929123    -0.011056
0.947947    -0.008427
0.966070    -0.005694
0.983437    -0.002877
1.000000    -0.000000
