Iter	Fval	x0	x1	x2	x3	x4	x5	x6	x7	x8	x9	
51	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
52	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
53	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
54	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
55	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
56	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
57	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
58	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
59	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
60	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
61	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
62	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
63	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
64	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
65	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
66	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
67	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
68	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
69	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
70	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
71	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
72	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
73	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
74	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
75	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
76	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
77	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
78	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
79	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
80	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
81	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
82	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
83	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
84	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
85	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
86	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
87	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
88	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
89	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
90	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
91	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
92	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
93	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
94	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
95	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
96	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
97	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
98	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
99	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
100	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
101	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
102	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
103	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
104	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
105	-2.652000	0.772633	0.528427	0.756174	0.670665	0.421782	0.563664	0.475637	121.427830	0.023556	0.026575	
106	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
107	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
108	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
109	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
110	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
111	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
112	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
113	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
114	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
115	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
116	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
117	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
118	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
119	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
120	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
121	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
122	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
123	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
124	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
125	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
126	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
127	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
128	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
129	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
130	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
131	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
132	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
133	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
134	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
135	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
136	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
137	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
138	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
139	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
140	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
141	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
142	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
143	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
144	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
145	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
146	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
147	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
148	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
149	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
150	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
151	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
152	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
153	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
154	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
155	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
156	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
157	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
158	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
159	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
160	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
161	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
162	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
163	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
164	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
165	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
166	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
167	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
168	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
169	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
170	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
171	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
172	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
173	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
174	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
175	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
176	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
177	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
178	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
179	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
180	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
181	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
182	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
183	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
184	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
185	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
186	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
187	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
188	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
189	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
190	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
191	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
192	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
193	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
194	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
195	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
196	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
197	-2.647000	0.784861	0.586126	0.746951	0.673092	0.621532	0.562832	0.416669	113.176223	0.029442	0.024421	
198	-2.647000	0.784861	0.586126	0.746951	0.673092	0.621532	0.562832	0.416669	113.176223	0.029442	0.024421	
199	-2.647000	0.784861	0.586126	0.746951	0.673092	0.621532	0.562832	0.416669	113.176223	0.029442	0.024421	
200	-2.647000	0.784861	0.586126	0.746951	0.673092	0.621532	0.562832	0.416669	113.176223	0.029442	0.024421	
201	-2.647000	0.784861	0.586126	0.746951	0.673092	0.621532	0.562832	0.416669	113.176223	0.029442	0.024421	
202	-2.647000	0.784861	0.586126	0.746951	0.673092	0.621532	0.562832	0.416669	113.176223	0.029442	0.024421	
203	-2.647000	0.784861	0.586126	0.746951	0.673092	0.621532	0.562832	0.416669	113.176223	0.029442	0.024421	
204	-2.647000	0.784861	0.586126	0.746951	0.673092	0.621532	0.562832	0.416669	113.176223	0.029442	0.024421	
205	-2.647000	0.784861	0.586126	0.746951	0.673092	0.621532	0.562832	0.416669	113.176223	0.029442	0.024421	
206	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
207	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
208	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
209	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
210	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
211	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
212	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
213	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
214	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
215	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
216	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
217	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
218	-2.632000	0.785529	0.582160	0.753750	0.674548	0.669331	0.547187	0.330401	113.350261	0.028808	0.025023	
219	-2.632000	0.785529	0.582160	0.753750	0.674548	0.669331	0.547187	0.330401	113.350261	0.028808	0.025023	
220	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
221	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
222	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
223	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
224	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
225	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
226	-2.636000	0.785041	0.552546	0.753215	0.674583	0.695187	0.486083	0.339516	120.946348	0.025311	0.026013	
227	-2.636000	0.785041	0.552546	0.753215	0.674583	0.695187	0.486083	0.339516	120.946348	0.025311	0.026013	
228	-2.636000	0.785041	0.552546	0.753215	0.674583	0.695187	0.486083	0.339516	120.946348	0.025311	0.026013	
229	-2.636000	0.785041	0.552546	0.753215	0.674583	0.695187	0.486083	0.339516	120.946348	0.025311	0.026013	
230	-2.636000	0.785041	0.552546	0.753215	0.674583	0.695187	0.486083	0.339516	120.946348	0.025311	0.026013	
231	-2.636000	0.785041	0.552546	0.753215	0.674583	0.695187	0.486083	0.339516	120.946348	0.025311	0.026013	
232	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
233	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
234	-2.628000	0.785577	0.586476	0.746055	0.673497	0.703610	0.549846	0.243064	111.193177	0.030082	0.023085	
235	-2.632000	0.785526	0.607567	0.754579	0.676713	0.691028	0.561274	0.332199	110.559606	0.029351	0.022853	
