0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.11908748	0.16095036	0.20363441	0.19246821	-0.20058064	-0.12601004	0.00000000	0.59326600	0.01331750	0.22953000	44.54785057
0.11918748	0.16095036	0.20363441	0.19246821	-0.20058064	-0.12601004	0.00000000	0.59329500	0.01331930	0.22951700	44.54400757
0.11908748	0.16105036	0.20363441	0.19246821	-0.20058064	-0.12601004	0.00000000	0.59335000	0.01332610	0.22957300	44.52540503
0.11908748	0.16095036	0.20373441	0.19246821	-0.20058064	-0.12601004	0.00000000	0.59334700	0.01332000	0.22958400	44.54557057
0.11908748	0.16095036	0.20363441	0.19256821	-0.20058064	-0.12601004	0.00000000	0.59334100	0.01331800	0.22957700	44.55180958
0.11908748	0.16095036	0.20363441	0.19246821	-0.20048064	-0.12601004	0.00000000	0.59333500	0.01331830	0.22955500	44.55035553
0.11908748	0.16095036	0.20363441	0.19246821	-0.20058064	-0.12591004	0.00000000	0.59335700	0.01331880	0.22957600	44.55033487
0.11908748	0.16095036	0.20363441	0.19246821	-0.20058064	-0.12601004	0.00010000	0.59340700	0.01332030	0.22960200	44.54907172
0.10120989	0.11095036	0.15363441	0.24246821	-0.15058064	-0.15992184	-0.05000000	0.46949600	0.01086120	0.17034800	43.22689942
0.10997780	0.13547244	0.17815649	0.21794613	-0.17510272	-0.14329009	-0.02547792	0.53070700	0.01132210	0.19929400	46.87354819
0.11007780	0.13547244	0.17815649	0.21794613	-0.17510272	-0.14329009	-0.02547792	0.53084100	0.01130830	0.19932000	46.94259968
0.10997780	0.13557244	0.17815649	0.21794613	-0.17510272	-0.14329009	-0.02547792	0.53083500	0.01133980	0.19934700	46.81167216
0.10997780	0.13547244	0.17825649	0.21794613	-0.17510272	-0.14329009	-0.02547792	0.53086200	0.01133510	0.19937900	46.83346420
0.10997780	0.13547244	0.17815649	0.21804613	-0.17510272	-0.14329009	-0.02547792	0.53074500	0.01132390	0.19932800	46.86945310
0.10997780	0.13547244	0.17815649	0.21794613	-0.17500272	-0.14329009	-0.02547792	0.53079600	0.01132200	0.19932900	46.88182300
0.10997780	0.13547244	0.17815649	0.21794613	-0.17510272	-0.14319009	-0.02547792	0.53081900	0.01132240	0.19935000	46.88219812
0.10997780	0.13547244	0.17815649	0.21794613	-0.17510272	-0.14329009	-0.02537792	0.53086700	0.01132290	0.19937500	46.88436708
0.16900517	0.11061984	0.15330487	0.14277780	-0.15026607	-0.13148249	-0.05030816	0.43298500	0.01599960	0.12931900	27.06223906
0.13529731	0.12481204	0.16749651	0.18570303	-0.16444916	-0.13822527	-0.03612873	0.49362900	0.01178090	0.16963000	41.90078856
0.12252889	0.13018799	0.17287225	0.20196296	-0.16982166	-0.14077942	-0.03075761	0.51243300	0.01136550	0.18462200	45.08670978
0.11641085	0.13276390	0.17544806	0.20975398	-0.17239592	-0.14200325	-0.02818402	0.52124100	0.01132250	0.19175900	46.03585781
0.11329379	0.13407629	0.17676040	0.21372339	-0.17370747	-0.14262677	-0.02687281	0.52582700	0.01132670	0.19542900	46.42367150
0.11167438	0.13475812	0.17744221	0.21578563	-0.17438886	-0.14295071	-0.02619159	0.52863500	0.01128580	0.19748300	46.84072020
0.11091902	0.13507616	0.17776023	0.21674754	-0.17470669	-0.14310181	-0.02587385	0.53001800	0.01125580	0.19843200	47.08843441
